City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,upington,-28.4478,21.2561,25.26,29,100,5.91,ZA,1738804864
290,crane,31.3974,-102.3501,24.46,20,0,3.53,US,1738804865
291,kuanda,56.3161,116.0806,-35.92,94,57,0.22,RU,1738804866
292,sao joao do paraiso,-15.3136,-42.0144,18.47,72,0,2.48,BR,1738804867
293,berezovyy,51.6667,135.7,-12.16,92,100,6.06,RU,1738804869
294,tadine,-21.55,167.8833,27.39,80,55,7.13,NC,1738804870
295,queenstown,-31.8976,26.8753,15.05,85,100,1.07,ZA,1738804871
296,saint croix,17.7397,-64.7388,23.86,83,40,3.6,VI,1738804872
297,remire-montjoly,4.9167,-52.2667,27.02,89,100,2.57,GF,1738804873
298,tezu,27.9167,96.1667,17.81,60,95,0.73,IN,1738804874
299,aasiaat,68.7098,-52.8699,-31.58,99,57,2.05,GL,1738804875
300,boldumsaz,42.1282,59.671,1.13,70,7,3.97,TM,1738804876
301,kidal,18.4411,1.4078,23.79,28,100,4.11,ML,1738804877
302,manta,-0.95,-80.7333,26.88,78,75,3.09,EC,1738804878
303,zhosaly,45.4878,64.0781,-6.95,79,12,6.94,KZ,1738804879
304,bani mazar,28.5036,30.8004,11.8,67,99,5.9,EG,1738804881
305,fredericksburg,38.3032,-77.4605,2.36,72,100,3.09,US,1738804882
306,la passe,45.5549,-0.8967,5.74,87,41,5.3,FR,1738804883
307,swabi,34.1199,72.4699,7.48,54,8,1.76,PK,1738804884
308,eyl,7.9803,49.8164,21.8,78,6,7.4,SO,1738804885
309,punta cana,18.5818,-68.4043,22.87,94,75,5.14,DO,1738804784
310,murakami,38.2333,139.4833,-0.33,65,100,10.86,JP,1738804680
311,nkowakowa,-23.8878,30.2871,22.98,86,88,1.06,ZA,1738804888
312,ankang,32.68,109.0172,5.97,38,100,1.35,CN,1738804801
313,ola,59.5833,151.2833,-18.77,76,1,3.76,RU,1738804890
314,ust-tsilma,65.441,52.1498,-11.08,96,100,2.56,RU,1738804891
315,yazykovo,55.2199,56.1353,-15.23,94,80,1.23,RU,1738804893
316,el nido,11.1858,119.3956,27.86,80,0,4.82,PH,1738804894
317,coruripe,-10.1256,-36.1756,25.32,82,100,3.44,BR,1738804895
318,pagar alam,-4.0167,103.2667,21.68,94,51,0.74,ID,1738804896
319,puerto palomas,31.7667,-107.6167,20.62,10,0,5.0,MX,1738804897
320,cassilandia,-19.1133,-51.7342,21.95,82,100,1.48,BR,1738804898
321,kampung sungai ara,5.327,100.2735,27.95,66,20,2.68,MY,1738804899
322,lethem,3.3803,-59.7968,26.01,76,34,5.36,GY,1738804900
323,zemio,5.0314,25.1361,24.55,37,100,0.6,CF,1738804901
324,kapa'a,22.0752,-159.319,24.18,79,40,4.12,US,1738804902
325,basco,20.4487,121.9702,21.2,81,100,12.17,PH,1738804906
326,la punta,-33.1837,-66.3127,20.85,74,0,6.42,AR,1738804907
327,fort st. john,56.2499,-120.8529,-20.06,77,100,4.12,CA,1738804908
328,tynda,55.1667,124.7167,-22.4,85,100,2.32,RU,1738804909
329,parnu,58.3859,24.4971,1.05,100,100,3.6,EE,1738804910
330,hasaki,35.7333,140.8333,5.29,30,2,7.42,JP,1738804911
331,fort bragg,35.139,-79.006,8.91,71,100,4.63,US,1738804912
332,atar,20.5169,-13.0499,16.59,17,0,3.33,MR,1738804913
333,la tijera,19.9,-104.4,17.6,42,0,2.04,MX,1738804914
334,haiku-pauwela,20.9219,-156.3051,23.43,78,40,8.23,US,1738804915
335,dudinka,69.4058,86.1778,-23.89,100,80,3.4,RU,1738804865
336,kiunga,-6.1219,141.2906,29.77,63,100,1.68,PG,1738804918
337,yakeshi,49.2833,120.7333,-33.27,99,71,1.06,CN,1738804919
338,saint-philippe,-21.3585,55.7679,27.5,81,52,2.18,RE,1738804920
339,orlovskiy,46.8714,42.0592,-1.14,77,100,5.4,RU,1738804921
340,mihaileni,47.9667,26.15,0.16,100,97,1.96,RO,1738804922
341,wuwei,37.9281,102.6414,-8.95,47,100,1.76,CN,1738804923
342,hondarribia,43.372,-1.7945,7.14,92,0,2.06,ES,1738804924
343,la crosse,43.8014,-91.2396,-1.99,64,100,3.6,US,1738804925
344,rundu,-17.9333,19.7667,20.64,78,100,1.8,NA,1738804926
345,oriximina,-1.7656,-55.8661,25.6,87,100,1.69,BR,1738804929
346,banda aceh,5.5577,95.3222,25.37,84,15,4.8,ID,1738804930
347,bhulath gharbi,31.5328,75.5022,7.24,48,0,2.73,IN,1738804931
348,mount gambier,-37.8333,140.7667,26.8,38,1,1.03,AU,1738804932
349,tionk essil,12.7856,-16.5217,22.23,25,0,3.59,SN,1738804933
350,praia da vitoria,38.7333,-27.0667,17.14,88,75,4.28,PT,1738804934
351,mcrae,32.068,-82.9007,17.11,71,100,0.3,US,1738804935
352,korla,41.7597,86.1469,-8.97,76,100,2.09,CN,1738804936
353,antofagasta,-23.65,-70.4,20.6,80,17,1.66,CL,1738804937
354,uglich,57.5275,38.3317,-4.34,96,76,1.4,RU,1738804938
355,viransehir,37.2353,39.7631,7.16,53,100,2.76,TR,1738804939
356,cherokee,34.2668,-84.4499,20.08,82,100,2.57,US,1738804941
357,northam,51.0333,-4.2167,1.0,97,0,0.45,GB,1738804942
358,vilyuchinsk,52.9306,158.4028,0.15,77,100,6.5,RU,1738804943
359,khandyga,62.6667,135.6,-37.58,96,60,0.74,RU,1738804944
360,palikir - national government center,6.9248,158.1611,30.47,74,75,5.14,FM,1738804945
361,laguna,38.421,-121.4238,12.1,50,0,3.6,US,1738804946
362,dar chioukh,34.8964,3.4854,3.69,91,62,1.34,DZ,1738804947
363,thinadhoo,0.5333,72.9333,27.26,71,84,4.17,MV,1738804948
364,es castell,39.8795,4.2854,8.38,87,20,3.09,ES,1738804949
365,cole harbour,44.6724,-63.4751,-11.15,73,100,6.69,CA,1738804950
366,bonthe,7.5264,-12.505,24.55,86,21,2.85,SL,1738804951
367,kayenta,36.7278,-110.2546,11.23,38,0,6.77,US,1738804953
368,kerikeri,-35.2268,173.9474,23.39,46,99,3.71,NZ,1738804954
369,prince george,53.9166,-122.753,-16.31,77,0,3.09,CA,1738804828
370,mukalla,14.5425,49.1242,18.8,70,0,2.35,YE,1738804956
371,necochea,-38.5473,-58.7368,16.84,77,6,3.91,AR,1738804957
372,berwick-upon-tweed,55.7833,-2.0,3.51,86,0,3.97,GB,1738804958
373,dunedin,-45.8742,170.5036,15.35,60,100,3.19,NZ,1738804959
374,pitiquito,30.7,-112.0833,23.13,18,0,4.27,MX,1738804898
375,benjamin constant,-4.3831,-70.0311,25.07,97,100,1.63,BR,1738804961
376,brisas de zicatela,15.8369,-97.0419,26.08,68,0,1.34,MX,1738804962
377,sitia,35.2,26.0986,9.1,58,85,17.69,GR,1738804963
378,mount isa,-20.7333,139.5,28.87,70,100,2.06,AU,1738804964
379,chonchi,-42.6128,-73.8092,12.84,87,90,2.08,CL,1738804965
380,la gomera,14.0833,-91.05,25.79,70,4,2.71,GT,1738804967
381,maebaru-chuo,33.55,130.2,3.73,54,100,7.24,JP,1738804968
382,emerald,-23.5333,148.1667,21.21,90,100,6.31,AU,1738804969
383,gamba,-2.65,10.0,25.79,86,100,1.68,GA,1738804970
384,zhanibek,49.4167,46.85,-4.27,71,78,3.76,KZ,1738804971
385,fisterra,42.9049,-9.2629,12.38,73,100,2.53,ES,1738804972
386,cururupu,-1.8283,-44.8683,23.04,98,83,0.56,BR,1738804973
387,port saint john's,-31.6229,29.5448,21.23,89,100,0.97,ZA,1738804974
388,satsuma,30.8532,-88.0561,18.91,86,88,1.98,US,1738804975
389,manavalakurichi,8.1333,77.3,22.97,78,4,3.0,IN,1738804976
390,timbiqui,2.7717,-77.6654,23.91,94,62,1.65,CO,1738804977
391,velikiy novgorod,58.5167,31.2833,-5.45,88,100,3.14,RU,1738804979
392,bardai,11.65,7.2333,17.95,13,0,4.25,NG,1738804980
393,anori,-3.7728,-61.6442,23.11,96,100,0.28,BR,1738804981
394,mermoz boabab,14.7065,-17.4758,16.88,82,0,4.12,SN,1738804982
395,harper,4.375,-7.7169,26.45,85,0,3.37,LR,1738804983
396,kirando,-7.4167,30.6,23.24,73,100,1.51,TZ,1738804984
397,labrador city,52.9463,-66.9114,-21.05,65,75,5.14,CA,1738804985
398,swift current,50.2834,-107.8014,-21.55,77,100,9.26,CA,1738804962
399,darwin,-12.4611,130.8418,28.3,80,75,4.12,AU,1738804987
400,butte,39.6499,-121.5677,12.01,46,0,1.54,US,1738804988
401,mahibadhoo,3.7833,72.9667,27.44,67,51,5.02,MV,1738804989
402,brasileia,-11.0161,-68.7481,23.82,91,100,1.7,BR,1738804990
403,albion,42.2431,-84.753,-3.9,75,100,4.12,US,1738804992
404,megion,61.0296,76.1136,-8.99,100,98,0.57,RU,1738804993
405,smara,26.7384,-11.6719,14.37,54,0,2.18,EH,1738804994
406,cruz del eje,-30.7264,-64.8039,26.53,64,1,10.43,AR,1738804995
407,busan,35.1028,129.0403,-2.24,49,0,5.73,KR,1738804505
408,issoudun,47.0,1.8333,4.83,100,100,4.63,FR,1738804997
409,usogorsk,63.4106,48.6872,-13.23,100,100,1.79,RU,1738804998
410,keflavik,64.0049,-22.5624,5.24,70,75,19.55,IS,1738804999
411,saint-pierre,-21.3393,55.4781,26.82,78,75,3.09,RE,1738805000
412,howard springs,-12.497,131.047,28.88,89,94,5.2,AU,1738805001
413,pudozh,61.8099,36.5345,-6.98,91,100,3.43,RU,1738805002
414,niceville,30.5169,-86.4822,19.97,94,0,1.54,US,1738805004
415,dunkwa,5.9656,-1.78,23.52,95,81,1.08,GH,1738805005
416,ciudad bolivar,8.1222,-63.5497,27.18,62,93,5.54,VE,1738805006
417,federal way,47.3223,-122.3126,3.14,88,100,4.12,US,1738804977
418,betio village,1.358,172.9211,30.02,83,8,6.01,KI,1738805008
419,puerto aysen,-45.4,-72.7,11.37,99,100,3.32,CL,1738805009
420,tindouf,27.6711,-8.1474,13.25,28,0,2.06,DZ,1738805010
421,flin flon,54.7682,-101.865,-20.83,98,100,1.7,CA,1738805011
422,kibre mengist,5.8833,38.9833,9.81,44,98,1.54,ET,1738805012
423,betioky,-23.7167,44.3833,25.28,75,92,3.59,MG,1738805013
424,susuman,62.7833,148.1667,-38.83,93,67,0.24,RU,1738805014
425,miguel ahumada,30.6167,-106.5167,21.7,14,0,4.36,MX,1738805015
426,kalaleh,37.3807,55.4916,7.81,40,95,0.68,IR,1738805017
427,zhangye,38.9342,100.4517,-11.58,50,0,2.05,CN,1738805018
428,alice springs,-23.7,133.8833,34.75,26,98,6.69,AU,1738805019
429,jolo,6.05,121.0167,27.03,82,100,1.01,PH,1738805020
430,mont-dore,-22.2833,166.5833,27.77,75,100,1.85,NC,1738805021
431,jayapura,-2.5333,140.7,30.66,85,100,1.19,ID,1738805022
432,katsuren-haebaru,26.3369,127.8719,15.61,58,100,1.54,JP,1738805023
433,viedma,-40.8135,-62.9967,22.13,56,0,7.88,AR,1738805024
434,canubing no 2,13.35,121.1333,24.86,92,100,2.62,PH,1738805025
435,leh,34.1667,77.5833,-20.52,100,100,2.05,IN,1738805027
436,kolonia,50.9333,6.95,4.42,90,100,1.03,DE,1738804838
437,nuh,28.1167,77.0167,9.14,36,0,2.78,IN,1738805030
438,levuka,50.1834,-105.4011,-19.16,92,100,5.15,CA,1738805031
439,saint-felicien,48.6501,-72.4491,-13.62,61,20,4.63,CA,1738805032
440,balezino,57.9796,53.0106,-17.63,99,100,1.87,RU,1738805033
441,bikenibeu village,1.3673,173.1241,29.98,74,75,4.63,KI,1738805034
442,greenland,43.0362,-70.8328,-8.33,60,20,2.06,US,1738805035
443,dhi as sufal,13.8345,44.1147,12.71,57,0,2.14,YE,1738805036
444,woolgoolga,-30.1106,153.2007,27.93,71,2,2.48,AU,1738805037
445,matane,48.8286,-67.522,-14.22,78,71,5.64,CA,1738805038
446,namsos,64.4662,11.4957,2.95,93,100,2.06,NO,1738805040
447,butterworth,5.3991,100.3638,28.02,77,20,2.68,MY,1738805042
448,mandera,3.9366,41.867,26.26,40,100,3.91,KE,1738805043
449,onega,63.9061,38.1404,-6.55,82,100,5.16,RU,1738805044
450,mega,4.05,38.3,15.44,53,99,4.09,ET,1738805045
451,mar del plata,-38.0023,-57.5575,21.16,85,100,5.14,AR,1738805047
452,qiryat shemona,33.2073,35.5721,7.6,93,98,9.36,IL,1738805048
453,sipote,47.4667,27.2167,-2.05,74,37,3.16,RO,1738805049
454,prado,-17.3411,-39.2208,25.92,82,97,3.8,BR,1738805050
455,akrehamn,59.2667,5.1833,1.14,93,9,2.06,NO,1738805051
456,fuli,46.7217,131.1394,-17.61,92,100,5.82,CN,1738805052
457,geraldton,-28.7667,114.6,26.23,73,100,5.66,AU,1738805053
458,ondjiva,-17.0667,15.7333,20.23,86,100,1.92,AO,1738805055
459,ulety,51.3572,112.4849,-23.36,89,100,1.6,RU,1738805056
460,prachuap khiri khan,12.2167,99.75,24.33,76,100,0.42,TH,1738805057
461,samana,19.2056,-69.3369,21.89,84,91,3.52,DO,1738805058
462,riohacha,11.5444,-72.9072,26.06,70,100,3.6,CO,1738805060
463,kavaratti,10.5669,72.642,27.19,71,16,3.27,IN,1738805061
464,santa elena de uairen,4.6167,-61.1333,21.63,75,100,1.54,VE,1738805062
465,aguas vermelhas,-15.7472,-41.46,17.59,79,4,1.78,BR,1738805063
466,belmonte,-15.8631,-38.8828,24.97,87,78,2.79,BR,1738805064
467,xilin hot,43.9667,116.0333,-23.13,84,29,2.05,CN,1738805066
468,barranca,-10.75,-77.7667,22.54,76,100,1.97,PE,1738805067
469,machico,32.7,-16.7667,17.35,69,20,4.63,PT,1738805068
470,touros,-5.1989,-35.4608,26.99,75,100,4.56,BR,1738805069
471,rio claro,-22.4114,-47.5614,21.08,92,90,0.66,BR,1738805070
472,christchurch,-43.5333,172.6333,21.29,73,75,7.2,NZ,1738805015
473,kalefeld,51.8,10.0333,3.6,93,100,0.94,DE,1738805072
474,san jose del guaviare,2.5729,-72.6459,27.0,58,67,1.35,CO,1738805073
475,vila velha,-20.3297,-40.2925,25.97,78,0,1.54,BR,1738805074
476,novo selo,41.4139,22.8811,1.17,70,0,2.94,MK,1738805075
477,port blair,11.6667,92.75,23.02,94,20,1.03,IN,1738805076
478,port said,31.2565,32.2841,13.99,62,40,10.29,EG,1738805077
479,irituia,-1.7711,-47.4381,23.44,98,100,1.13,BR,1738805079
480,pasni,25.2631,63.471,18.82,35,0,2.85,PK,1738805080
481,turkestan,43.3333,68.25,0.19,58,100,2.06,KZ,1738805081
482,dom pedrito,-30.9828,-54.6731,31.7,35,100,1.9,BR,1738805082
483,kapuskasing,49.4169,-82.4331,-10.95,67,75,3.6,CA,1738805083
484,porto novo,6.4965,2.6036,26.39,86,100,2.68,BJ,1738805084
485,pontianak,-0.0333,109.3333,24.99,94,20,1.54,ID,1738805085
486,sao geraldo do araguaia,-6.4006,-48.555,23.34,92,83,1.25,BR,1738805086
487,keetmanshoop,-26.5833,18.1333,22.58,60,97,1.34,NA,1738805087
488,tanjung selor,2.8372,117.3642,24.93,90,99,0.35,ID,1738805088
489,ruthin,53.1137,-3.3178,-0.53,95,2,1.06,GB,1738805089
490,punta del este,-34.9667,-54.95,21.06,99,75,11.62,UY,1738805090
491,buka,40.8108,69.1986,4.46,49,100,0.55,UZ,1738805093
492,kavieng,-2.5744,150.7967,29.29,68,97,3.89,PG,1738805094
493,mufulira,-12.5498,28.2407,17.83,99,100,1.19,ZM,1738805095
494,poronaysk,49.2167,143.1167,-0.88,84,84,5.44,RU,1738805096
495,tazacorte,28.629,-17.9293,17.54,67,75,7.6,ES,1738805097
496,kirakira,-10.4544,161.9205,29.5,73,100,4.38,SB,1738805098
497,imbituba,-28.24,-48.6703,24.84,84,45,4.08,BR,1738805100
498,ponta delgada,37.7333,-25.6667,18.44,100,100,3.6,PT,1738805101
499,san patricio,28.017,-97.5169,21.97,86,0,5.68,US,1738805103
500,monrovia,6.3005,-10.7969,25.88,88,1,3.13,LR,1738805104
501,sao joao da barra,-21.6403,-41.0511,25.03,84,41,8.57,BR,1738805105
502,lubang,13.8584,120.124,26.03,79,41,10.53,PH,1738805106
503,bandundu,-3.3167,17.3667,24.21,73,100,0.87,CD,1738805107
504,alofi,-19.0595,-169.9187,29.94,74,40,5.14,NU,1738805108
505,caleta de carquin,-11.0925,-77.6267,22.44,80,97,2.56,PE,1738805109
506,adelia maria,-33.6315,-64.021,18.77,93,0,2.28,AR,1738805110
507,xinglongshan,43.9561,125.4661,-20.14,65,99,2.0,CN,1738805111
508,lerwick,60.1545,-1.1494,7.0,86,52,11.09,GB,1738805112
509,as samawah,31.332,45.2944,13.39,29,0,0.85,IQ,1738805113
510,albertina,-22.2008,-46.6158,18.62,94,100,1.92,BR,1738805114
511,galle,6.0367,80.217,22.77,89,23,3.89,LK,1738805116
512,kete krachi,7.7939,-0.0498,28.19,42,5,3.22,GH,1738805117
513,chipinge,-20.1883,32.6236,17.03,85,33,1.59,ZW,1738805118
514,maceio,-9.6658,-35.7353,24.69,94,75,2.06,BR,1738805119
515,akonolinga,3.7667,12.25,21.14,89,100,1.67,CM,1738805120
516,kralendijk,12.15,-68.2667,25.99,83,20,5.66,BQ,1738805121
517,vinh,18.6667,105.6667,17.56,87,99,0.38,VN,1738805122
518,vorkuta,67.5,64.0,-13.94,97,100,3.43,RU,1738805123
519,shingu,33.7333,135.9833,3.71,46,2,6.41,JP,1738805124
520,rocky mountain house,52.3668,-114.9188,-22.94,70,100,0.51,CA,1738805110
521,maubin,16.7333,95.65,19.68,80,0,1.81,MM,1738805126
522,hinton,53.4001,-117.5857,-16.99,95,92,1.3,CA,1738805127
523,beinamar,8.6698,15.3813,22.89,14,6,2.11,TD,1738805129
524,ratnagiri,16.9833,73.3,22.15,49,0,1.44,IN,1738805130
525,lubao,14.9167,120.55,27.84,67,26,3.24,PH,1738805131
526,klaksvik,62.2266,-6.589,8.53,78,100,19.31,FO,1738805132
527,altai,46.3722,96.2583,-23.01,85,5,2.16,MN,1738805133
528,tralee,52.2704,-9.7026,2.54,92,0,2.35,IE,1738805134
529,cukai,4.25,103.4167,24.58,81,85,2.9,MY,1738805135
530,barra,-11.0894,-43.1417,26.85,47,100,2.03,BR,1738805136
531,mead,47.7674,-117.3549,-2.86,85,100,2.06,US,1738805137
532,island harbour,50.724,-1.2758,3.74,87,100,4.29,GB,1738805138
533,wellington,-41.2866,174.7756,19.81,68,100,6.17,NZ,1738805139
534,borogontsy,62.6683,131.1683,-37.61,99,61,1.59,RU,1738805140
535,trubchevsk,52.5798,33.7644,-2.21,73,99,3.34,RU,1738805142
536,wildwood,38.5828,-90.6629,2.53,89,100,2.06,US,1738805143
537,herencia,39.2831,-3.4145,6.09,54,0,2.38,ES,1738805144
538,vernon,50.2581,-119.2691,-10.26,47,10,1.34,CA,1738805145
539,archangelos,36.2149,28.1149,6.99,53,0,13.08,GR,1738805146
540,yuzhno-kurilsk,44.0306,145.8556,-1.1,72,98,2.24,RU,1738805147
541,margate,51.3813,1.3862,5.94,83,100,0.45,GB,1738805148
542,berriane,32.8265,3.7669,10.82,51,100,1.68,DZ,1738805149
543,freetown,8.484,-13.2299,25.84,83,40,2.57,SL,1738805150
544,taoudenni,22.6783,-3.9836,15.47,19,0,5.4,ML,1738805151
545,lamu,-2.2717,40.902,24.0,90,98,5.83,KE,1738805152
546,chiredzi,-21.05,31.6667,21.2,85,7,2.62,ZW,1738805153
547,kargasok,59.0556,80.8572,-23.88,100,100,1.82,RU,1738805155
548,antalaha,-14.9003,50.2788,24.47,88,100,1.23,MG,1738805156
549,seydi,39.4816,62.9137,5.27,51,23,4.5,TM,1738805157
550,belyy yar,53.6039,91.3903,-13.06,92,97,1.0,RU,1738805158
551,kone,-21.0595,164.8658,31.06,64,98,2.7,NC,1738805159
552,puerto cabezas,14.0351,-83.3888,24.01,88,0,3.54,NI,1738805160
553,aykhal,66.0,111.5,-22.14,98,100,2.28,RU,1738805161
554,bezhetsk,57.7851,36.6965,-2.51,92,100,2.41,RU,1738805162
555,el granada,37.5027,-122.4694,12.22,66,0,5.14,US,1738805163
556,talaja,21.35,72.05,17.19,34,0,7.19,IN,1738805164
557,alo,6.5486,4.2686,26.45,88,22,2.37,NG,1738805165
558,darzab,35.9774,65.3783,0.2,41,19,5.05,AF,1738805166
559,sarikei,2.1167,111.5167,24.03,97,95,0.8,MY,1738805168
560,changji,44.0167,87.3167,-20.56,84,55,2.0,CN,1738805169
561,calingasta,-31.3308,-69.4078,26.69,29,0,2.42,AR,1738805170
562,halabjah,35.1778,45.9861,10.08,41,98,1.86,IQ,1738805171
563,takoradi,4.8845,-1.7554,26.51,88,98,3.28,GH,1738805172
564,dubbo,-32.25,148.6167,31.07,42,0,2.57,AU,1738805173
565,sinabang,2.4803,96.3801,26.75,82,99,0.94,ID,1738805174
566,tak,16.5833,98.8333,18.22,81,6,1.24,TH,1738805175
567,varzea da palma,-17.5981,-44.7308,21.19,76,0,1.26,BR,1738805176
568,gisborne,-38.6533,178.0042,18.27,68,78,4.69,NZ,1738805177
569,guiuan,11.0333,125.7247,27.24,83,99,7.76,PH,1738805178
570,puerto lleras,3.0223,-73.4044,28.0,52,100,0.31,CO,1738805180
571,puerto santa,-8.9906,-78.6456,22.38,80,100,3.0,PE,1738805181
572,verkhnevilyuysk,63.4453,120.3167,-44.61,100,60,1.24,RU,1738805182
573,rivne,50.6231,26.2274,-3.05,71,100,1.77,UA,1738805071
574,sibolga,1.7427,98.7792,25.6,79,64,1.08,ID,1738805184
575,binbrook,43.121,-79.804,-5.85,81,75,3.6,CA,1738805185
576,tabou,4.423,-7.3528,26.28,87,0,3.01,CI,1738805186
577,port moresby,-9.4431,147.1797,31.68,70,40,2.57,PG,1738805187
578,newport,51.5877,-2.9984,4.18,89,0,4.11,GB,1738805188
579,bathurst,-33.4166,149.5806,28.05,42,0,1.16,AU,1738805189
